id,title,year,doi,n_citation,doc_type,reference_count,references
1205,Even six floor.,2006,https://doi.org/10.1000/755417,136,Journal,48,334;1240;512;1772
1206,Rich quality reveal.,2007,https://doi.org/10.1000/346884,255,Journal,26,1131;1350;1457;653
1207,Perform girl boy against window.,2004,https://doi.org/10.1000/342140,310,Journal,22,604;1114;1166;1459;1519;104
1208,Partner this today nice always million.,2022,https://doi.org/10.1000/582932,0,Conference,46,1642;148;1919;1813;744;218;1494;786;1797;563
1209,Fly many condition can much have.,2018,https://doi.org/10.1000/884066,264,Journal,26,1785
1210,Democrat available address also available.,2020,https://doi.org/10.1000/260088,184,Conference,27,956;497;1455;198
1211,See affect analysis all media especially.,2000,https://doi.org/10.1000/214004,379,Conference,46,1437;1407;1426;274;101;723
1212,Item shake attorney two network red.,2002,https://doi.org/10.1000/267011,83,Conference,24,531;1237;908;1323
1213,Once check remain full.,2007,https://doi.org/10.1000/717016,275,Conference,5,1496;154;320;439;1069;110;392;1353;1817;1627
1214,Listen star this.,2013,https://doi.org/10.1000/901339,240,Conference,47,318;1477;984;805;779;1415
1215,Begin success community participant friend.,2024,https://doi.org/10.1000/981519,158,Conference,43,595;1058;1701
1216,Military natural social involve we picture.,1997,https://doi.org/10.1000/594188,142,Journal,10,1035;17;1824;1596;830;4;687;1377;1715
1217,Speak big morning everything.,1998,https://doi.org/10.1000/586827,398,Conference,39,1634;926;809;172;1878;675;578;1039
1218,Your affect today police evening.,2015,https://doi.org/10.1000/131464,152,Journal,27,757;1584
1219,Less unit cause use push.,2016,https://doi.org/10.1000/452955,193,Conference,31,47;130
1220,Message in hair better.,2006,https://doi.org/10.1000/317165,474,Journal,13,61;1872;1015;1823;118;503;1315
1221,Audience explain enter skill seek best.,2021,https://doi.org/10.1000/647411,380,Journal,20,77
1222,Leave can issue suddenly majority draw.,2002,https://doi.org/10.1000/277117,133,Conference,46,1983;590
1223,Partner measure since social available.,2022,https://doi.org/10.1000/691957,132,Conference,50,248;1207;1195;974;263
1224,Seven recognize identify very kid.,2010,https://doi.org/10.1000/841443,1,Journal,48,1595;1480;1179;1456;167
1225,Speech single despite hotel care think.,2005,https://doi.org/10.1000/342364,490,Conference,31,577;531;1262;632;1717;142
1226,Owner subject their serious.,1997,https://doi.org/10.1000/980011,85,Conference,28,1152;297;831;859;1120;1761;618;1890
1227,Board serious wish strategy author.,2001,https://doi.org/10.1000/741904,413,Conference,15,1639;396;1941;421;1717;1246;1233;1016;1117
1228,Trip treatment deep organization course.,2019,https://doi.org/10.1000/835070,487,Conference,32,1910;1225;296;1912;1298;1097
1229,Husband before station direction when.,2010,https://doi.org/10.1000/985810,291,Journal,38,1083;268;78;1707;833;677;638
1230,Add trial no what door.,2018,https://doi.org/10.1000/367468,390,Conference,20,96;930
1231,So action grow serve city itself.,2003,https://doi.org/10.1000/967406,233,Conference,37,1671;832;1920;1007;1148;385
1232,Reflect stuff leg.,1995,https://doi.org/10.1000/747357,41,Conference,9,1491;869;619;1290;1133;1394;904;508
1233,East contain professor later page.,2025,https://doi.org/10.1000/957863,291,Journal,27,668;1632;1669;1169;920;1867;1179;1344;1935;1707
1234,Our more ask image recognize speech.,1990,https://doi.org/10.1000/522905,278,Journal,19,1063;1636;325;1947;1594;1506;692;459;212
1235,Great he bring campaign range send.,2020,https://doi.org/10.1000/243802,370,Conference,47,1240;952;1114;907;81
1236,General leg cultural reveal tonight of.,2005,https://doi.org/10.1000/643955,39,Conference,30,917;18;848;1448;919;1007
1237,Free carry large nothing above song.,2011,https://doi.org/10.1000/801512,411,Journal,21,1165;1862;1443;120;844;1514;1232
1238,Child mention spend.,2004,https://doi.org/10.1000/734301,335,Conference,41,57;1782;1861
1239,Form media minute task relate.,1997,https://doi.org/10.1000/446735,139,Journal,8,1105;151;100;92;1703;1973;695
1240,Allow always record second radio.,2024,https://doi.org/10.1000/599266,382,Journal,7,594;15;1139;1160;1481;1338;1556;1675;1723;479
1241,Stay drive sit worker whole.,1996,https://doi.org/10.1000/929030,104,Conference,30,320;375;911;114;1544;1083;548;327
1242,Level form spring small television.,1998,https://doi.org/10.1000/930976,119,Journal,39,272;810;845;1151;1941;1691;137;1;1800
1243,Against wife use explain sea listen.,2005,https://doi.org/10.1000/282600,136,Journal,24,1601;542;172;190;1917;692;34;62
1244,Us law force need on movie.,2020,https://doi.org/10.1000/806329,456,Journal,41,440
1245,Easy example seat.,1997,https://doi.org/10.1000/995433,363,Conference,29,841;184;1936;1027
1246,Authority his collection white change upon.,1999,https://doi.org/10.1000/529042,343,Conference,43,632;1125;1600;616;745;131;1753;776;1916;948
1247,Less resource feeling.,1991,https://doi.org/10.1000/595033,277,Journal,16,1454
1248,Next per politics program here.,2019,https://doi.org/10.1000/352773,476,Conference,28,844;1421;1223;1270
1249,Easy their nearly hand.,2023,https://doi.org/10.1000/344899,215,Conference,35,1648;184;1421;357
1250,Participant accept determine.,2003,https://doi.org/10.1000/485485,311,Conference,41,1895;452;1623;1020;683;1747
1251,Again behavior skin leader.,1999,https://doi.org/10.1000/946208,487,Journal,23,1863;563;902;1466;948;1999;391;1831;1216;1867
1252,Mrs above clear win.,2024,https://doi.org/10.1000/104923,303,Conference,49,992;986;303;1521;790;1817;1519;767
1253,Street matter wall maintain century only.,2018,https://doi.org/10.1000/392358,292,Journal,14,860;654;758
1254,Establish subject summer offer church.,1997,https://doi.org/10.1000/449317,242,Journal,4,956;1462
1255,None born man board meet argue.,2000,https://doi.org/10.1000/761710,87,Conference,26,1477;152;909;547;679;848;1758;749;1311
1256,Behavior data return lead goal with.,1992,https://doi.org/10.1000/229239,335,Journal,49,307
1257,List question poor.,2006,https://doi.org/10.1000/700661,62,Journal,19,1699;1520;571;1909;1508;86;77;1760;1863
1258,Meet for friend market reduce garden.,1997,https://doi.org/10.1000/982529,487,Conference,36,1978;1952;1901;1622;618;1798;283;455;1025;68
1259,Sometimes project risk instead help.,1999,https://doi.org/10.1000/839234,360,Journal,32,1460;1785;449
1260,Traditional pass hear house.,2008,https://doi.org/10.1000/186116,288,Journal,1,1464;405;1243;1155;668;1723;571;1673;111
1261,Way section owner health far attack.,1999,https://doi.org/10.1000/759264,112,Conference,17,785;1425
1262,A song reflect new.,2004,https://doi.org/10.1000/423497,145,Journal,23,1730;1340;417;445;609;1074;474;827
1263,Mention including particular family.,2005,https://doi.org/10.1000/924118,59,Journal,25,1712;171;184;1196;38;1757;161;1562
1264,Hospital me especially American.,2017,https://doi.org/10.1000/603832,3,Conference,21,835;1974;1338;358;147;280
1265,Still edge provide.,1992,https://doi.org/10.1000/836791,396,Journal,32,682;366;1221;711;17;171;1238
1266,Argue and film force message.,2002,https://doi.org/10.1000/466200,490,Conference,10,1405;1461;1847;1978;90;1129;791
1267,Really process candidate have.,2018,https://doi.org/10.1000/968573,326,Conference,1,611;1304;750;339
1268,Build sing administration.,2003,https://doi.org/10.1000/669120,358,Journal,35,1422;90;1963;1554;1316;902;1713;543;881;1980
1269,Under keep for buy.,2006,https://doi.org/10.1000/188100,130,Conference,36,1615;1199;1969
1270,Different its wife behavior political.,2007,https://doi.org/10.1000/708619,192,Journal,17,1011;238;726;1697;1297
1271,Growth arrive right.,2010,https://doi.org/10.1000/103269,129,Journal,28,1355;1176
1272,Other director social message chance.,2011,https://doi.org/10.1000/805545,134,Conference,16,1364;413;20;797;82;1301
1273,Level still start hundred like.,1999,https://doi.org/10.1000/141776,62,Conference,2,498;996;1610;800;1401;398
1274,Time never home.,2004,https://doi.org/10.1000/489446,344,Conference,1,1879;1341;1561;347
1275,Difficult production development police.,2004,https://doi.org/10.1000/283558,199,Conference,2,441;1105;139;278
1276,Floor go general kind most fill.,1994,https://doi.org/10.1000/881359,21,Journal,8,1689;321
1277,Drive particular fact six wide prevent.,2015,https://doi.org/10.1000/114966,84,Journal,40,140;1981
1278,Seem choice trouble account.,2005,https://doi.org/10.1000/955084,165,Journal,39,1046;1922
1279,Draw around ball argue expert enough.,2008,https://doi.org/10.1000/611483,61,Journal,43,1152;985;690;1154;1423;385;1687;1836
1280,Structure hospital prevent yet situation dark.,2024,https://doi.org/10.1000/745138,404,Journal,36,1420;301;1928;502;77;1091;225
1281,Throughout modern here onto bad.,2025,https://doi.org/10.1000/706102,396,Journal,42,1467;747;1364
1282,Really far trouble her.,2016,https://doi.org/10.1000/340595,166,Conference,32,1690;474;27;1163
1283,Arrive throughout stock.,2014,https://doi.org/10.1000/819105,292,Journal,7,1745;432;1985;478;502;1728;455;1918
1284,Look free major.,1992,https://doi.org/10.1000/611763,434,Journal,12,240;493;1490
1285,Cost require because attention material ten.,2015,https://doi.org/10.1000/337126,151,Journal,12,1553;226;194
1286,Quite reveal team whom.,2002,https://doi.org/10.1000/359343,218,Journal,4,749;1546
1287,Girl middle pay term town.,2011,https://doi.org/10.1000/139451,468,Conference,5,1671;1859;932;893;372;1546
1288,Term total usually fish suggest region.,1993,https://doi.org/10.1000/607646,25,Conference,46,1340;1409;516;8;1151;1579;437
1289,Half drop way.,2022,https://doi.org/10.1000/180505,109,Conference,2,79
1290,Lawyer public then church night trial bill.,2014,https://doi.org/10.1000/998145,267,Conference,27,1395;1132;975;1382;1483;1907;1157
1291,Increase step exist while.,1994,https://doi.org/10.1000/902505,134,Conference,39,161;6;893;749;1782;1752;174;1184;1621
1292,Deep memory federal along cost.,2011,https://doi.org/10.1000/463333,361,Conference,28,1562;1873;1039
1293,Trip choice southern different wind option.,2014,https://doi.org/10.1000/935436,166,Journal,16,1040;440;350;239;851;1202;1111;1180
1294,Situation college dinner myself move be.,1997,https://doi.org/10.1000/468841,484,Conference,26,1566;620;941;995;1381
1295,Picture court dream story while style.,2000,https://doi.org/10.1000/163235,409,Conference,40,408;1888;1912;683;50;417;1874
1296,Kitchen type significant history.,2024,https://doi.org/10.1000/183929,139,Conference,45,1296;837;153;112;1225;1065;272;1439;1332
1297,Responsibility door PM here face decade.,2020,https://doi.org/10.1000/198105,130,Journal,32,1367;123;1764;271;496
1298,Fear keep protect piece represent some.,1994,https://doi.org/10.1000/970528,5,Conference,8,1586;1931;1856;636
1299,Wish skin recent look author Mr.,2013,https://doi.org/10.1000/359922,172,Conference,41,190
1300,Middle forward rock billion plan return.,2019,https://doi.org/10.1000/405377,161,Journal,13,1870;1318;1018;1267;1167;588
1301,Western PM under.,1996,https://doi.org/10.1000/666753,464,Conference,41,194;1298;441;1098;1963;1500;728
1302,Drug for prove action.,2003,https://doi.org/10.1000/632054,132,Conference,47,361;304;637;1766;575;1108;462;1111;412
1303,Military raise game next.,1995,https://doi.org/10.1000/944414,28,Journal,34,1393;1969
1304,Fall center sure bank news seem.,2019,https://doi.org/10.1000/533925,120,Conference,48,533;1731;1621;1354;1289;701;1426;949;932;1184
1305,Price contain this hand seem total.,2019,https://doi.org/10.1000/931182,436,Journal,14,1913;823;1694;1990;716;510;834
1306,Nation institution ready.,2019,https://doi.org/10.1000/736983,401,Conference,29,987;285;214;936;657;677;960;1528
1307,Future news population.,2002,https://doi.org/10.1000/491764,114,Journal,5,1305;1186;405;271;1881
1308,Study significant remember stock program once.,2009,https://doi.org/10.1000/691707,341,Journal,36,217;423
1309,Eat network argue.,2006,https://doi.org/10.1000/974088,51,Journal,47,1839;1961;1520;10;1401;1294;548;1084;1641;1614
1310,Glass itself tax entire.,2021,https://doi.org/10.1000/379016,69,Conference,27,1504;737;1624
1311,Society less Congress.,2020,https://doi.org/10.1000/554365,468,Conference,23,246;1544;1722;819;1415;143
1312,Represent recently value themselves first.,2021,https://doi.org/10.1000/248598,32,Conference,13,1884;1876;202;1728;1491;364;1909;220
1313,Actually including idea particularly street.,2005,https://doi.org/10.1000/620782,258,Journal,17,1808;812;1954;948;983;1081
1314,Force lead green.,2007,https://doi.org/10.1000/475665,219,Journal,39,1096;311
1315,Often majority activity role worry store.,2017,https://doi.org/10.1000/691923,484,Conference,1,576
1316,Whose back green knowledge response.,2009,https://doi.org/10.1000/183381,385,Conference,23,1441;228;250;1082;1645
1317,Effect final others probably pull.,1991,https://doi.org/10.1000/918040,400,Conference,12,1853;854;38;496
1318,Situation approach current owner most establish.,2017,https://doi.org/10.1000/578020,192,Conference,37,686;1104;1556;434;1014;68;744
1319,Part effect but as.,1995,https://doi.org/10.1000/701134,188,Journal,22,941;511;1151;239;1688;928;1847;1686
1320,Sister several begin human.,2014,https://doi.org/10.1000/608898,435,Journal,20,1196;1095;805;29;264;1467;904;1632;33
1321,Big seat growth.,2001,https://doi.org/10.1000/329744,32,Journal,13,1596
1322,Onto kid join especially later.,2010,https://doi.org/10.1000/636767,34,Journal,5,677;1093
1323,Customer everybody police chance.,1996,https://doi.org/10.1000/570715,437,Conference,43,1805;1693;567;1948;1753
1324,Mind cover she risk outside degree.,2016,https://doi.org/10.1000/711924,492,Journal,4,1134;382
1325,Cost show result necessary travel.,2019,https://doi.org/10.1000/271380,303,Conference,27,249;1911;1550;219;375;11;646
1326,Line note range sort season.,1996,https://doi.org/10.1000/328778,499,Journal,41,283;686;1926
1327,West hand traditional several matter father.,2005,https://doi.org/10.1000/204847,133,Journal,25,274;1597;1040;538;1377;1733
1328,Natural family thing themselves with.,2017,https://doi.org/10.1000/469603,82,Journal,38,344;1028;1485;1746;714;144
1329,But listen at others task.,2012,https://doi.org/10.1000/352499,201,Journal,24,210
1330,Road baby hotel themselves white likely.,2002,https://doi.org/10.1000/314796,150,Conference,9,191;1904;928;1259;140;1853;1919;624
1331,Herself why sport information material market.,2010,https://doi.org/10.1000/955221,317,Journal,47,1321;523;1821;382;1346;1758;287;1709
1332,Report play bill service yes in.,1997,https://doi.org/10.1000/718027,480,Journal,42,1160
1333,Hit second and standard.,2002,https://doi.org/10.1000/350179,294,Journal,14,1208;173;1040;1267;1851;964;184;351
1334,Prove role surface gun.,2005,https://doi.org/10.1000/485583,461,Conference,23,843;403;702;904;506;679;1987
1335,True truth PM.,2023,https://doi.org/10.1000/991865,222,Journal,9,272;1061;1387;1125
1336,Play artist ten decade environmental.,2011,https://doi.org/10.1000/589238,394,Conference,38,522;1963;1325;1474;1313
1337,Model business management security central.,1991,https://doi.org/10.1000/383982,299,Journal,6,189;276;64;1022
1338,Choice international perform door.,1994,https://doi.org/10.1000/782797,138,Journal,10,824;1871;876;747;815;1991;455;1998;1692;809
1339,Tree those account middle.,1999,https://doi.org/10.1000/110760,473,Journal,4,1948;640;778;1499
1340,Late only team whose young.,2010,https://doi.org/10.1000/976017,440,Conference,42,387;367;974;1771;1609;1791;122;1263;1143;1
